DATETIME,ENTITY_DESCRIPTION_SHORT,ADJUST_CAPACITY,DOWNTIME,CURRENT_WAIT_TIME,TIME_TO_PARADE_1,TIME_TO_PARADE_2,TIME_TO_NIGHT_SHOW,temp,dew_point,feels_like,pressure,humidity,wind_speed,rain_1h,snow_1h,clouds_all
2020-10-01 15:30:00,Water Ride,247.0,0,5,,,,15.605,12.06,15.295,1002.5,79.5,4.94,1.5883333333333334,0.3887454487042193,46.5
2020-09-02 12:30:00,Flying Coaster,756.0,0,15,,,,19.515,9.385,18.880000000000003,1020.0,52.0,2.13,0.4568918918918919,0.3685344827586207,11.0
2022-03-11 16:30:00,Pirate Ship,216.75,0,15,,,,11.135000000000002,8.61,10.51,1009.5,84.5,5.255,0.765,0.1209000368867576,100.0
2021-06-29 14:30:00,Water Ride,247.0,0,15,,,,17.84,14.15,17.745,1014.0,79.0,1.275,0.18,0.185194516221648,98.5
2020-02-08 11:15:00,Flying Coaster,756.0,0,35,345.0,,525.0,9.885,6.9625,8.055,1021.25,82.0,4.3375,0.1627319587628865,0.2248530199186121,96.75
2020-07-21 18:00:00,Pirate Ship,187.0,0,20,,,,25.42,7.08,24.83,1022.0,31.0,4.06,0.1423943661971831,0.3388541443563932,4.0
2020-08-15 15:45:00,Flying Coaster,756.0,0,35,,,,26.5975,18.3275,27.4525,1014.0,60.5,1.5175,0.1875,0.356137556221889,31.0
2019-07-29 12:30:00,Water Ride,32.9333,13,30,300.0,,630.0,24.37,12.33,24.09,1011.0,47.0,2.825,0.1202173913043478,0.3958784762456547,0.0
2020-09-18 12:45:00,Pirate Ship,119.0,0,5,,,,23.035,12.58,22.7425,1018.0,51.75,4.425000000000001,0.3767857142857143,0.3796447312058256,0.75
2019-12-15 17:15:00,Water Ride,247.0,0,15,-15.0,-315.0,225.0,9.06,7.0975,7.1925,1007.0,87.5,3.33,0.2329166666666666,0.1868598736346112,83.5
2022-06-10 13:45:00,Water Ride,247.0,0,30,225.0,,555.0,22.5725,16.26,22.6475,1023.0,67.5,4.48,0.13574,1.48,92.5
2022-08-08 18:00:00,Pirate Ship,306.0,0,55,-30.0,,300.0,28.57,11.19,27.76,1022.0,34.0,5.29,1.77,1.48,0.0
2021-11-07 18:30:00,Flying Coaster,756.0,0,5,,,,8.629999999999999,7.32,6.904999999999999,1022.5,91.5,2.945,0.1355757575757575,0.180675423485501,67.0
2022-07-21 17:00:00,Flying Coaster,756.0,0,20,30.0,,360.0,25.68,15.68,25.71,1021.0,54.0,1.82,0.5800000000000001,1.48,8.0
2022-07-03 10:45:00,Water Ride,247.0,0,15,405.0,,735.0,19.8175,13.8,19.637500000000003,1020.75,68.25,2.8575,0.1442073170731707,1.48,45.75
2019-04-13 16:00:00,Flying Coaster,756.0,0,45,90.0,,360.0,8.96,-2.88,6.51,1023.0,42.0,4.48,0.1625925925925926,0.3624478563151796,99.0
2019-02-08 15:00:00,Flying Coaster,756.0,0,10,120.0,,240.0,9.18,1.83,5.53,1012.0,60.0,8.28,0.1606896551724138,0.3424116454229432,100.0
2019-08-20 17:30:00,Flying Coaster,756.0,0,30,0.0,,330.0,22.415,10.88,21.965000000000003,1025.0,48.0,2.455,0.2346530612244897,0.4028266222479721,45.5
2020-10-09 09:30:00,Water Ride,247.0,0,5,,,,13.605,13.055,13.54,1019.5,96.5,3.41,0.55,0.3941234739772971,100.0
2021-09-22 16:30:00,Water Ride,224.5,0,15,,,,20.275,8.765,19.6,1026.0,47.5,2.885,0.3732916666666666,0.1822631352282515,22.0
2022-05-10 13:45:00,Pirate Ship,229.5,0,35,225.0,,555.0,25.895,15.265,25.9225,1018.25,52.0,5.12,0.3955710659898477,1.48,40.25
2022-06-05 12:30:00,Water Ride,247.0,0,60,300.0,,630.0,19.575000000000003,18.5,20.03,1014.5,93.5,3.765,0.1575,1.48,100.0
2019-07-10 12:45:00,Water Ride,247.0,0,25,285.0,,615.0,23.55,10.6875,23.12,1020.0,44.25,2.145,0.550798319327731,0.3899373551564311,29.25
2022-03-16 13:00:00,Pirate Ship,153.0,0,35,,,,12.0,8.84,11.37,1019.0,81.0,3.28,1.028181818181818,0.1183216525267429,83.0
2022-05-09 13:15:00,Flying Coaster,756.0,0,40,255.0,,585.0,23.1375,15.0375,23.085,1024.0,60.5,0.5525,0.4490482233502538,1.48,81.0
2019-03-12 16:15:00,Water Ride,247.0,0,20,45.0,,195.0,12.265,2.8375000000000004,10.9175,1008.75,52.5,8.0825,1.6816666666666666,0.3524395278099652,99.75
2022-08-04 13:00:00,Pirate Ship,272.0,0,40,270.0,,600.0,24.18,16.7,24.3,1015.0,63.0,1.36,0.52,1.48,94.0
2019-02-16 10:15:00,Water Ride,247.0,0,5,405.0,,585.0,5.71,1.815,3.6825,1028.0,76.0,2.5725,0.3107065217391304,0.3448526216685979,0.0
2021-12-28 12:15:00,Flying Coaster,756.0,0,55,,,,11.555,8.455,10.8875,1000.75,81.25,8.0825,0.375,0.1597694577646625,83.5
2022-05-12 10:45:00,Flying Coaster,756.0,0,15,405.0,,735.0,16.725,11.81,16.355,1022.0,72.75,0.5275000000000001,0.2973477157360406,1.48,100.0
2021-12-16 14:45:00,Flying Coaster,756.0,0,15,,,,10.3175,8.247499999999999,9.675,1037.0,87.0,2.8025,0.5746931407942238,0.166088159350793,77.25
2021-11-01 18:00:00,Pirate Ship,214.2,0,25,,,,8.04,7.44,6.06,1002.0,96.0,3.15,0.395,0.1808828596037898,99.0
2018-12-22 19:00:00,Flying Coaster,756.0,0,20,-120.0,-430.0,180.0,9.66,8.58,7.64,1024.0,93.0,3.87,0.1423076923076923,0.7996296296296297,100.0
2022-01-16 10:45:00,Pirate Ship,193.8,0,45,,,,0.7625,0.17,-3.2175,1030.75,95.75,3.83,0.3840625,0.1497104389524161,89.25
2021-09-05 12:00:00,Flying Coaster,756.0,0,25,,,,24.45,15.92,24.49,1019.0,59.0,1.76,0.4587912087912087,0.1828552971576227,56.0
2019-07-30 12:15:00,Water Ride,247.0,0,30,315.0,,645.0,22.855,14.0875,22.7025,1013.0,57.75,6.845,0.1305434782608695,0.3961880793742758,31.0
2021-08-13 12:30:00,Pirate Ship,288.15,0,30,,,,24.575,17.07,24.735,1023.0,63.0,0.59,0.2182692307692307,0.1836469997128912,76.5
2022-04-16 12:15:00,Pirate Ship,229.5,0,40,315.0,,645.0,15.8225,8.84,15.1125,1027.75,63.25,3.98,0.1285096153846154,1.48,0.0
2022-07-25 17:45:00,Pirate Ship,306.0,0,35,-15.0,,315.0,26.8425,15.695,27.3,1013.75,50.5,5.782500000000001,0.138,1.48,51.0
2022-05-02 13:15:00,Flying Coaster,756.0,0,30,255.0,,585.0,16.9375,8.9375,16.235,1018.0,59.25,3.005,0.172475,1.48,98.5
2021-07-03 15:30:00,Water Ride,242.5,0,35,,,,22.69,16.255,22.765,1014.0,67.0,3.995,0.2163157894736842,0.1850552684467413,81.5
2020-02-06 16:15:00,Water Ride,224.5,0,20,45.0,,165.0,8.9675,1.0325,7.4075,1029.0,57.5,2.7875,0.2779896907216495,0.2236097130006425,0.0
2021-10-15 14:00:00,Pirate Ship,284.75,0,15,,,,15.89,10.65,15.39,1020.0,71.0,0.76,1.0,0.1814743037611254,95.0
2019-02-20 11:15:00,Water Ride,224.5,0,25,345.0,,465.0,5.985,5.5600000000000005,5.985,1025.0,97.25,0.9,0.1833662280701754,0.3461171060254925,60.5
2019-10-10 14:45:00,Water Ride,115.267,8,15,165.0,-135.0,315.0,16.6775,9.1275,15.990000000000002,1019.0,61.0,5.467499999999999,0.1621818181818182,0.4187467410196987,56.75
2019-02-27 13:00:00,Water Ride,247.0,0,20,240.0,,390.0,16.92,6.15,15.95,1026.0,49.0,0.83,0.146140350877193,0.348329953650058,0.0
2021-11-22 12:00:00,Pirate Ship,153.0,0,35,,,,6.92,4.41,2.77,1023.0,84.0,7.66,0.1403478260869565,0.1801679586563307,100.0
2022-01-20 16:00:00,Pirate Ship,153.0,0,20,,,,5.72,2.72,2.59,1033.0,81.0,4.29,0.2386160714285714,0.1474695684249354,61.0
2021-09-27 11:00:00,Pirate Ship,153.0,0,45,,,,16.25,15.77,16.46,1015.0,97.0,5.3,0.386,0.1820987654320987,100.0
2022-04-10 15:30:00,Water Ride,247.0,0,30,120.0,,450.0,13.28,3.915,12.05,1020.0,53.0,2.42,0.1343023255813953,1.48,83.0
2021-11-09 13:30:00,Water Ride,247.0,0,15,,,,10.825,6.275,9.88,1026.0,73.5,1.56,0.1564242424242424,0.1806136950904392,8.0
2022-01-07 16:30:00,Flying Coaster,630.0,0,15,,,,6.98,3.59,3.64,1016.0,79.0,5.404999999999999,0.405,0.1543637034304684,81.5
2022-03-27 10:15:00,Water Ride,247.0,0,15,,,,11.48,5.305,10.41,1028.25,66.0,3.3075,0.4459080188679245,0.112539653264478,0.0
2021-06-27 12:30:00,Pirate Ship,280.5,0,10,,,,18.835,17.759999999999998,19.215,1014.0,93.5,1.82,0.4,0.1852662934252081,100.0
2019-12-15 14:30:00,Water Ride,247.0,0,30,150.0,-150.0,390.0,10.02,7.18,9.23,1006.5,82.5,4.695,0.3658333333333333,0.1867803598200899,74.5
2019-09-01 11:15:00,Water Ride,247.0,0,20,375.0,,645.0,17.5625,11.4075,17.127499999999998,1018.0,67.25,2.8525,0.1148868778280543,0.4064994930475087,76.0
2019-08-04 14:45:00,Water Ride,247.0,0,25,165.0,,495.0,28.46,13.3675,28.04,1013.25,39.5,2.26,0.6438736263736263,0.3977849797219003,100.0
2019-02-10 15:15:00,Water Ride,224.5,0,30,105.0,,225.0,8.487499999999999,1.0750000000000002,4.3125,1001.25,59.5,9.5625,0.4475,0.3430406286210892,84.5
2022-06-14 17:15:00,Flying Coaster,756.0,0,20,15.0,,345.0,25.375,12.505,25.135,1017.75,44.75,2.8225,0.23922,1.48,31.5
2019-09-04 12:00:00,Water Ride,247.0,0,25,330.0,,540.0,21.94,11.06,21.5,1018.0,50.0,3.44,0.1280542986425339,0.4074478563151796,9.0
2021-12-18 11:45:00,Water Ride,247.0,0,45,,,,5.865,4.6525,2.915,1035.25,92.0,4.015,0.6851624548736461,0.165092216894135,40.5
2020-07-12 14:30:00,Pirate Ship,110.5,0,30,,,,23.525,9.33,22.99,1025.5,40.5,3.13,0.65,0.332507496251874,27.0
2022-07-12 20:00:00,Water Ride,247.0,0,20,-150.0,,180.0,31.34,10.66,29.9,1022.0,28.0,1.61,0.137027027027027,1.48,98.0
2021-09-30 10:00:00,Flying Coaster,630.0,0,5,,,,9.65,7.59,9.15,1029.0,87.0,1.6,1.0,0.1819968418030433,83.0
2018-11-24 13:00:00,Flying Coaster,756.0,0,45,240.0,-70.0,540.0,8.04,6.5,6.16,1011.0,90.0,2.99,0.2299999999999999,0.2618874172185431,100.0
2021-12-10 19:15:00,Water Ride,247.0,0,40,,,,5.475,2.69,1.325,1005.25,82.25,6.445,0.2134868421052631,0.169175580966433,44.25
2021-07-23 10:15:00,Water Ride,247.0,0,5,,,,23.1625,17.2075,23.345,1015.75,69.25,3.2375,0.5754464285714285,0.1843737438989376,97.0
2018-11-05 12:00:00,Flying Coaster,756.0,0,5,330.0,,420.0,16.56,10.64,16.05,1006.0,68.0,3.91,0.149,,22.0
2019-01-28 12:30:00,Water Ride,247.0,0,30,240.0,,360.0,4.735,-3.2350000000000003,0.22,1004.5,54.5,6.87,0.1133720930232558,0.1929357798165137,98.5
2021-12-05 10:45:00,Water Ride,247.0,0,30,,,,4.125,3.695,0.5275,1003.75,97.0,4.4575000000000005,0.19,0.1957042253521126,86.75
2022-04-12 10:30:00,Pirate Ship,148.75,0,40,420.0,,750.0,15.16,9.485,14.535,1009.0,69.0,3.975,0.1243023255813953,1.48,68.5
2020-10-21 17:00:00,Water Ride,247.0,0,10,,,,20.55,15.76,20.59,1005.0,74.0,7.02,0.11,0.4026675947740415,30.0
2020-03-10 09:45:00,Water Ride,247.0,0,5,435.0,,585.0,10.7175,9.9875,10.33,1014.0,95.25,6.6875,0.3116666666666666,0.246321749839366,100.0
2022-03-30 16:30:00,Water Ride,247.0,0,35,,,,13.245,9.015,12.595,1000.5,75.5,0.47,2.3,0.1108078199926226,71.5
2021-09-19 13:45:00,Flying Coaster,756.0,0,15,,,,20.38,14.4375,20.27,1013.0,68.75,1.28,0.1025,0.1823704421475739,100.0
2020-07-15 12:45:00,Water Ride,247.0,0,5,,,,19.87,15.9775,19.96,1016.75,78.25,1.915,0.1575,0.3345387127864639,100.0
2022-03-03 15:45:00,Flying Coaster,756.0,0,40,,,,11.2125,8.6125,10.585,1015.25,84.0,1.1700000000000002,0.5730848623853211,0.125165990409443,68.25
2019-09-01 17:45:00,Flying Coaster,756.0,0,5,-15.0,,255.0,21.9925,7.605,21.2775,1017.0,39.5,3.755,0.1160633484162896,0.4065842265353418,87.75
2021-06-16 10:00:00,Water Ride,247.0,0,5,,,,25.41,18.6,25.73,1014.0,66.0,1.28,0.3344078947368421,0.1856488659201837,4.0
2021-07-10 11:30:00,Water Ride,247.0,0,20,,,,18.55,16.05,18.695,1016.0,85.5,2.62,0.29,0.184819839219064,95.0
2018-10-08 15:30:00,Water Ride,224.5,0,15,120.0,-200.0,270.0,17.295,8.96,16.595,1021.5,58.0,2.75,0.1770348837209302,,1.0
2022-08-02 10:30:00,Pirate Ship,297.5,0,30,420.0,,750.0,23.94,17.645000000000003,24.165,1019.0,68.0,0.675,0.3131617647058823,1.48,86.5
2020-09-17 13:30:00,Water Ride,224.5,0,5,,,,23.455,12.895,23.205,1022.5,51.5,4.915,0.2697619047619047,0.378972478046691,0.0
2020-08-01 14:00:00,Water Ride,247.0,0,30,,,,26.06,17.43,26.06,1017.0,59.0,2.89,1.73,0.3463718140929535,73.0
2019-01-01 15:15:00,Water Ride,230.533,1,35,105.0,-205.0,405.0,7.8925,5.055,6.325,1034.0,82.25,2.5025,0.1108450704225352,0.1970084269662921,100.0
2018-10-18 13:15:00,Flying Coaster,756.0,0,10,255.0,-65.0,405.0,18.42,12.7925,18.135,1021.0,69.75,4.1425,0.2556408227848101,,1.5
2021-08-19 14:45:00,Pirate Ship,280.5,0,30,,,,17.8325,13.19,17.61,1017.0,74.25,3.5675,0.1204629629629629,0.1834370513924777,100.0
2021-06-18 12:30:00,Pirate Ship,215.333,0,10,,,,25.24,19.81,25.7,1011.0,72.0,6.5,0.4025714285714286,0.185576370944588,40.5
2022-05-23 13:15:00,Water Ride,247.0,0,45,255.0,,585.0,17.295,16.975,17.6375,1000.25,98.0,5.175,1.72,1.48,99.25
2022-02-18 11:00:00,Flying Coaster,756.0,0,20,,,,11.75,9.83,11.28,1005.0,88.0,9.62,0.1785714285714285,0.1321763187015861,100.0
2020-02-17 10:30:00,Water Ride,247.0,0,15,390.0,,570.0,9.06,7.825,6.18,1017.5,92.0,5.615,0.1225,0.2310767830370529,96.5
2020-01-10 13:30:00,Pirate Ship,153.0,0,35,180.0,,270.0,7.699999999999999,6.24,4.58,1026.0,90.5,5.35,0.125,0.2047938530734632,81.0
2018-12-27 17:00:00,Flying Coaster,756.0,0,50,0.0,-310.0,300.0,-0.04,-1.18,-0.04,1027.0,91.0,1.02,0.1055,0.187777777777778,91.0
2019-07-08 11:45:00,Water Ride,247.0,0,20,345.0,,675.0,19.6,8.125,18.855,1020.0,47.5,4.8,0.3613865546218487,0.3892985950173812,37.75
2022-04-11 14:00:00,Pirate Ship,153.0,0,65,210.0,,540.0,16.52,8.24,15.74,1010.0,58.0,4.66,0.1290697674418604,1.48,91.0
2020-10-19 14:15:00,Flying Coaster,756.0,0,40,,,,13.6875,7.295,12.8175,1019.5,65.25,4.8075,0.2522093023255814,0.4012002034696937,96.25
2022-06-22 13:30:00,Pirate Ship,301.75,0,40,240.0,,570.0,21.645,17.84,21.925,1010.0,79.0,2.065,0.7050000000000001,1.48,100.0
2021-09-05 14:45:00,Pirate Ship,306.0,0,25,,,,27.55,13.76,27.455,1018.25,42.75,1.845,0.519532967032967,0.1828513494114269,44.25
2021-07-22 10:45:00,Pirate Ship,216.75,0,45,,,,23.585,16.1875,23.65,1022.0,63.25,3.7375,0.519094387755102,0.1844074791846109,0.25
2019-12-06 11:45:00,Flying Coaster,756.0,0,25,315.0,15.0,435.0,2.75,2.645,-1.9325,1018.25,99.25,5.9425,0.11078125,0.1804553973013493,100.0
2022-04-23 16:00:00,Pirate Ship,306.0,0,35,90.0,,420.0,17.98,11.08,17.5,996.0,64.0,4.01,0.16,1.48,100.0
2019-07-28 18:15:00,Flying Coaster,756.0,0,15,-45.0,,285.0,23.7075,13.3475,23.4975,1008.0,52.25,3.99,0.1122826086956521,0.3956405706836616,41.75
2021-12-25 13:30:00,Water Ride,247.0,0,45,,,,9.45,9.3,9.025,1004.0,99.0,1.49,0.16,0.1613353006270748,99.0
2020-07-12 14:30:00,Flying Coaster,756.0,0,25,,,,23.525,9.33,22.99,1025.5,40.5,3.13,0.65,0.332507496251874,27.0
2022-01-22 15:45:00,Pirate Ship,306.0,0,35,,,,5.492500000000001,3.42,3.6975,1037.0,86.5,2.2525000000000004,0.206640625,0.1464127628181483,100.0
2020-01-04 15:00:00,Flying Coaster,756.0,0,45,120.0,-180.0,420.0,7.93,3.59,5.35,1036.0,74.0,4.23,0.1841592920353982,0.2006735917755407,92.0
2019-07-07 11:15:00,Water Ride,247.0,0,25,375.0,,705.0,22.7,15.21,22.66,1014.0,62.75,1.235,0.2666806722689075,0.3889792149478563,11.5
2022-03-15 15:15:00,Water Ride,247.0,0,30,,,,10.5175,10.0575,10.1575,1021.0,97.0,2.265,0.285,0.1188030247141276,93.25
2022-07-18 13:00:00,Water Ride,179.75,0,30,270.0,,600.0,33.9,11.72,32.54,1021.0,26.0,2.78,0.1555405405405405,1.48,43.0
2021-08-21 18:30:00,Water Ride,247.0,0,40,,,,23.925,16.205000000000002,23.99,1016.0,62.0,5.21,0.52,0.183362761986793,99.5
2018-10-21 15:15:00,Water Ride,224.5,0,30,135.0,-185.0,405.0,17.4325,7.4725,16.5925,1026.0,52.0,2.5175,0.1924129746835443,,0.0
2021-07-12 17:30:00,Pirate Ship,224.4,0,25,,,,20.68,18.615,21.1,1008.5,88.0,4.53,1.1833333333333331,0.184742319839219,66.0
2020-10-27 09:30:00,Flying Coaster,756.0,0,5,,,,8.4,7.41,5.75,1009.0,93.5,4.62,0.2545238095238095,0.4066143713857357,100.0
2019-03-31 14:45:00,Water Ride,247.0,0,35,165.0,,375.0,19.485,2.3525,18.325,1018.25,32.0,3.3275,0.2055624999999999,0.3583643539976825,1.25
2022-04-24 16:45:00,Flying Coaster,756.0,0,15,45.0,,375.0,17.96,10.0825,17.375,1004.0,60.0,2.61,0.2841666666666667,1.48,100.0
2021-07-28 11:45:00,Water Ride,224.5,0,20,,,,18.7375,13.7125,18.58,1014.0,73.25,5.4675,0.1423245614035087,0.1841993252942865,34.75
2022-05-06 18:15:00,Flying Coaster,756.0,0,10,-45.0,,285.0,21.42,10.1175,20.8875,1024.0,48.5,2.99,0.2239880952380952,1.48,19.0
2020-02-25 16:45:00,Water Ride,247.0,0,40,15.0,,195.0,7.13,5.4975000000000005,3.355,1004.0,89.5,6.695,0.44125,0.2368090062111801,42.5
2020-02-23 14:30:00,Pirate Ship,279.65,0,35,150.0,,330.0,12.075,10.485,11.69,1024.0,90.0,9.115,0.5344500000000001,0.2353560719640179,100.0
2019-04-09 17:15:00,Water Ride,247.0,0,25,15.0,,285.0,13.2325,5.15,12.1275,1009.0,58.0,3.1325,0.1125,0.3612127027809965,54.75
2019-04-24 19:00:00,Water Ride,247.0,0,40,-90.0,,180.0,13.56,8.62,12.85,1000.0,72.0,5.64,1.3522222222222222,0.3659284472769409,69.0
2020-09-07 13:30:00,Flying Coaster,756.0,0,5,,,,21.485,9.065,20.865,1025.0,45.0,1.585,0.3587837837837838,0.3720330905975584,100.0
2018-10-22 10:30:00,Water Ride,224.5,0,20,420.0,100.0,690.0,12.615,10.765,12.245,1030.0,88.5,5.109999999999999,0.1759651898734177,,82.0
2019-03-27 11:00:00,Water Ride,247.0,0,15,390.0,,540.0,10.11,1.23,8.59,1034.0,54.0,3.88,0.1750833333333333,0.3570640208574739,17.0
2019-12-24 16:30:00,Flying Coaster,756.0,0,25,30.0,-270.0,330.0,11.155,7.925000000000001,10.43,1016.0,80.5,6.62,0.1988888888888889,0.193083636753052,77.5
2020-01-12 11:30:00,Pirate Ship,151.017,0,55,300.0,,450.0,7.13,4.949999999999999,3.875,1027.0,86.0,5.295,0.1021276595744681,0.206123902334547,100.0
2022-01-22 18:45:00,Water Ride,247.0,0,30,,,,4.65,3.0725,3.3725,1037.0,89.5,1.64,0.2046316964285714,0.1463463666543711,94.75
2021-10-19 13:15:00,Pirate Ship,280.5,0,35,,,,20.23,15.7,20.2725,1021.0,75.25,4.4125,1.3189655172413792,0.1813375681883433,1.25
2020-01-13 15:15:00,Pirate Ship,153.0,0,55,75.0,,195.0,8.7575,7.965,5.7875,1015.75,94.75,5.6525,0.3667857142857142,0.2069262690083529,100.0
2021-07-10 13:45:00,Pirate Ship,280.5,0,30,,,,18.7625,13.5675,18.585,1016.0,72.25,1.825,0.1375,0.1848166092449038,84.25
2022-06-19 10:15:00,Flying Coaster,756.0,0,10,435.0,,765.0,16.997500000000002,13.7025,16.8725,1009.75,81.0,3.165,0.35674,1.48,87.0
2021-08-11 10:30:00,Water Ride,247.0,0,30,,,,21.02,16.305,21.12,1020.0,74.5,1.5,0.1528846153846154,0.1837187769164513,56.0
2022-07-31 15:30:00,Flying Coaster,756.0,0,30,120.0,,450.0,27.175,15.06,27.44,1019.0,47.5,2.69,0.3335616438356164,1.48,0.0
2018-10-08 15:30:00,Pirate Ship,280.5,0,20,120.0,-200.0,270.0,17.295,8.96,16.595,1021.5,58.0,2.75,0.1770348837209302,,1.0
2019-06-01 19:30:00,Water Ride,247.0,0,20,-120.0,,210.0,27.36,16.325000000000003,27.835,1018.0,51.0,1.85,0.2822602739726027,0.3778237253765933,0.0
2021-08-03 16:15:00,Pirate Ship,85.0,9,35,,,,18.3475,13.085,18.125,1013.25,72.25,3.2875,0.1676923076923077,0.1839861469997128,100.0
2019-11-18 12:00:00,Water Ride,247.0,0,25,300.0,0.0,420.0,5.87,5.58,2.49,1012.0,98.0,4.85,0.1098305084745762,0.18,99.0
2021-10-12 12:45:00,Water Ride,247.0,0,25,,,,13.7175,11.5675,13.42,1025.0,87.0,3.045,1.0,0.181579457364341,98.0
2019-10-03 16:45:00,Water Ride,247.0,0,20,45.0,-255.0,195.0,12.1225,5.0125,11.0,1019.0,61.75,2.2375000000000003,0.2110326086956521,0.4165827780996524,62.0
2019-10-18 10:45:00,Water Ride,247.0,0,15,405.0,105.0,555.0,12.2525,9.58,11.7225,1008.75,83.75,7.3675,0.4165625,0.4211974942062572,57.25
2021-12-27 18:45:00,Flying Coaster,554.4,4,15,,,,10.14,9.57,9.725,998.75,96.25,5.7125,0.2105,0.1601567687200295,44.25
2022-07-05 13:45:00,Pirate Ship,301.75,0,45,225.0,,555.0,23.3825,13.6225,23.195,1023.25,54.25,2.7975000000000003,0.1317682926829268,1.48,9.0
2021-12-06 17:00:00,Water Ride,247.0,0,40,,,,5.72,4.98,1.95,1011.0,95.0,5.66,1.38,0.1871830985915493,99.0
2021-08-19 12:15:00,Pirate Ship,280.5,0,40,,,,17.82,13.4875,17.637500000000003,1017.75,75.75,3.09,0.1213888888888888,0.1834406402526557,100.0
2021-11-19 15:00:00,Pirate Ship,212.5,0,25,,,,10.17,9.41,9.72,1032.0,95.0,0.92,0.1783720930232558,0.1802670111972437,77.0
2022-02-15 17:00:00,Water Ride,247.0,0,30,,,,8.71,7.48,5.55,1015.0,92.0,6.15,0.1747368421052632,0.1336370343046846,100.0
2019-04-29 11:15:00,Water Ride,247.0,0,25,375.0,,645.0,11.815,5.89,10.7975,1025.0,67.0,2.0075,0.2546646341463414,0.3673917294322132,96.25
2019-04-24 14:15:00,Flying Coaster,756.0,0,45,195.0,,465.0,14.61,9.0925,13.9475,999.25,69.75,6.640000000000001,0.15,0.3658665266512167,98.5
2019-04-30 13:00:00,Flying Coaster,756.0,0,40,270.0,,540.0,12.12,3.1,10.8,1023.0,54.0,3.2,0.1949999999999999,0.3677274044032445,41.0
2020-01-18 10:00:00,Pirate Ship,91.8,0,45,390.0,,600.0,2.85,2.13,-0.5,1028.0,95.0,3.57,0.1759825327510916,0.2102441636324694,95.0
2020-02-22 11:30:00,Flying Coaster,756.0,0,45,330.0,,570.0,9.745,6.19,7.825,1028.0,78.5,6.18,0.7153499999999999,0.2345753908759905,78.5
2022-06-26 17:15:00,Water Ride,247.0,0,20,15.0,,345.0,20.725,12.78,20.4325,1015.0,60.5,2.13,0.8445652173913044,1.48,89.75
2021-10-14 10:15:00,Water Ride,247.0,0,15,,,,8.8425,6.77,8.629999999999999,1028.0,87.0,0.975,1.0,0.1815141401091013,1.5
2019-07-19 14:45:00,Water Ride,247.0,0,30,165.0,,495.0,25.8425,16.3925,25.8725,1015.0,56.0,3.63,0.139625,0.3927791859791425,100.0
2022-05-14 18:45:00,Pirate Ship,300.9,0,45,-75.0,,255.0,22.5925,11.085,22.17,1019.0,48.25,2.215,0.1751142131979695,1.48,98.75
2022-02-04 15:45:00,Water Ride,247.0,0,15,,,,9.71,7.6525,7.19,1013.75,87.0,6.8575,0.236875,0.1395075617853191,97.5
2021-08-01 13:00:00,Flying Coaster,756.0,0,10,,,,20.28,15.29,20.27,1013.0,73.0,3.35,0.1816666666666666,0.184059718633362,11.0
2020-09-05 11:15:00,Flying Coaster,756.0,0,10,,,,17.215,12.9,16.9675,1022.0,75.75,4.5025,0.399527027027027,0.3705801563503962,80.5
2020-01-30 09:45:00,Water Ride,65.8667,0,5,405.0,,525.0,6.245,4.7675,2.66,1012.25,90.25,5.550000000000001,0.3452586206896552,0.2185642000428357,100.0
2021-11-06 15:00:00,Water Ride,247.0,0,45,,,,11.04,5.78,10.03,1030.0,70.0,2.54,0.1738297872340425,0.180714900947459,94.0
2019-12-31 15:30:00,Flying Coaster,756.0,0,30,30.0,-155.0,160.0,4.380000000000001,2.65,3.25,1032.0,88.5,1.5,0.124076923076923,0.1979122938530734,0.0
2020-02-29 14:00:00,Water Ride,224.5,0,45,180.0,,420.0,9.15,4.77,5.81,995.0,74.0,7.12,1.2525,0.2395052473763118,56.0
2019-04-04 15:45:00,Water Ride,247.0,0,20,105.0,,375.0,10.97,-0.5175000000000001,9.29,1000.0,44.75,3.55,0.1444078947368421,0.3596288383545771,30.0
2020-08-18 13:15:00,Pirate Ship,199.75,0,35,,,,23.205,15.1775,23.1675,1012.75,60.75,2.9850000000000003,0.4694642857142857,0.3581470871707004,49.75
2019-10-13 17:15:00,Flying Coaster,756.0,0,30,15.0,-285.0,225.0,23.71,16.2275,23.7825,1009.0,63.0,5.8625,0.1595833333333333,0.4197179171494785,41.75
2022-04-19 12:15:00,Flying Coaster,756.0,0,45,315.0,,645.0,15.2275,8.41,14.47,1014.75,63.75,2.9775,0.1423557692307692,1.48,41.25
2022-03-20 17:30:00,Flying Coaster,756.0,0,5,,,,10.375,2.8150000000000004,9.385,1026.0,59.5,1.85,0.71,0.1160973810402065,73.5
2022-04-15 14:15:00,Water Ride,247.0,0,35,195.0,,525.0,19.7925,12.06,19.42,1026.0,61.0,2.5525,0.1242788461538461,1.48,58.25
2021-09-25 16:30:00,Water Ride,247.0,0,40,,,,23.485,17.78,23.73,1013.0,70.5,1.6949999999999998,0.7992916666666666,0.1821597760551249,93.0
2020-02-21 10:15:00,Pirate Ship,153.0,0,45,405.0,,585.0,5.1525,3.82,2.2225,1032.0,91.25,3.7125,0.884525,0.233845309488113,10.75
